IdLectura;Fecha;LatitudGrados;LatitudMinutos;LatitudSegundos;LongitudGrados;LongitudMinutos;LongitudSegundos;Viento_Kh;DireccionViento;TemperaturaExt_C;IndiceCalor_C;Presion_hPa;LluviaDiaria_MM;HumedadExt;TerperaturaExternaMax_C;TerperaturaExternaMin_C;TemperaturaInterna_C;TemperaturaInternaMax_C;TemperaturaInternaMin_C;HumedadExternaMax;HumedadExternaMin;HumedadInterna;HumedadInternaMax;HumedadInternaMin;PuntoRocio;VelMaximaViento_Kh;ET_mm
26168;2017-03-23 00:00:09.320;16582;0;6;-15721;1;75;2.00;NNW;17.56;18.06;997.47;13.00;94.00;17.78;17.50;24.39;24.67;24.39;94.00;94.00;66.00;66.00;66.00;16.67;5.00;0.00
26169;2017-03-23 00:05:09.313;16582;0;6;-15721;1;75;0.00;NNW;17.56;18.06;997.44;22.00;94.00;17.78;17.50;24.39;24.67;24.39;94.00;94.00;66.00;66.00;66.00;16.67;5.00;0.00
26170;2017-03-23 00:10:09.320;16582;0;6;-15721;1;75;0.00;NNW;17.50;17.94;997.37;13.00;93.00;17.78;17.50;24.39;24.67;24.39;94.00;93.00;66.00;66.00;66.00;16.67;5.00;0.00
26171;2017-03-23 00:15:09.310;16582;0;6;-15721;1;75;0.00;NNW;17.44;17.94;997.27;13.00;94.00;17.78;17.44;24.28;24.67;24.28;94.00;93.00;66.00;66.00;66.00;16.67;5.00;0.00
26172;2017-03-23 00:20:09.320;16582;0;6;-15721;1;75;0.00;NNW;17.44;17.94;997.30;1.00;94.00;17.78;17.44;24.28;24.67;24.28;94.00;93.00;66.00;66.00;66.00;16.67;5.00;0.00
26173;2017-03-23 00:25:09.330;16582;0;6;-15721;1;75;0.00;NNW;17.44;17.94;997.30;11.00;94.00;17.78;17.44;24.28;24.67;24.28;94.00;93.00;66.00;66.00;66.00;16.67;5.00;0.00
26174;2017-03-23 00:30:09.323;16582;0;6;-15721;1;75;0.00;SE;17.50;18.00;997.30;12.00;95.00;17.78;17.44;24.22;24.67;24.22;95.00;93.00;67.00;67.00;66.00;16.67;5.00;0.00
26175;2017-03-23 00:35:09.560;16582;0;6;-15721;1;75;6.00;ESE;17.44;17.94;997.16;12.00;94.00;17.78;17.44;24.11;24.67;24.11;95.00;93.00;67.00;67.00;66.00;16.67;7.00;0.00
26176;2017-03-23 00:40:09.300;16582;0;6;-15721;1;75;5.00;SE;17.44;17.94;997.03;2.00;94.00;17.78;17.44;24.00;24.67;24.00;95.00;93.00;67.00;67.00;66.00;16.67;7.00;0.00
26177;2017-03-23 00:45:09.307;16582;0;6;-15721;1;75;0.00;SE;17.50;18.00;996.96;2.00;95.00;17.78;17.44;23.89;24.67;23.89;95.00;93.00;68.00;68.00;66.00;16.67;7.00;0.00
26178;2017-03-23 00:50:09.297;16582;0;6;-15721;1;75;1.00;SSE;17.56;18.06;996.96;16.00;95.00;17.78;17.44;23.89;24.67;23.89;95.00;93.00;68.00;68.00;66.00;16.67;7.00;0.00
26179;2017-03-23 00:55:09.303;16582;0;6;-15721;1;75;0.00;SSE;17.56;18.06;996.96;17.00;95.00;17.78;17.44;23.83;24.67;23.83;95.00;93.00;68.00;68.00;66.00;16.67;7.00;0.00
26180;2017-03-23 01:00:09.330;16582;0;6;-15721;1;75;0.00;SSE;17.50;18.00;996.89;14.00;95.00;17.78;17.44;23.83;24.67;23.83;95.00;93.00;68.00;68.00;66.00;16.67;7.00;0.00
26181;2017-03-23 01:05:09.413;16582;0;6;-15721;1;75;0.00;SSE;17.44;17.94;996.93;12.00;95.00;17.78;17.44;23.83;24.67;23.83;95.00;93.00;68.00;68.00;66.00;16.67;7.00;0.00
26182;2017-03-23 01:10:09.327;16582;0;6;-15721;1;75;0.00;W;17.44;17.94;997.03;14.00;95.00;17.78;17.39;23.83;24.67;23.83;95.00;93.00;68.00;68.00;66.00;16.67;7.00;0.00
26183;2017-03-23 01:15:09.317;16582;0;6;-15721;1;75;0.00;W;17.39;17.89;997.03;13.00;95.00;17.78;17.39;23.83;24.67;23.83;95.00;93.00;68.00;68.00;66.00;16.67;7.00;0.00
26184;2017-03-23 01:20:09.327;16582;0;6;-15721;1;75;0.00;W;17.39;17.89;997.06;13.00;95.00;17.78;17.39;23.83;24.67;23.83;95.00;93.00;68.00;68.00;66.00;16.67;7.00;0.00
26185;2017-03-23 01:25:09.317;16582;0;6;-15721;1;75;0.00;W;17.39;17.89;997.16;11.00;95.00;17.78;17.39;23.83;24.67;23.83;95.00;93.00;68.00;68.00;66.00;16.67;7.00;0.00
26186;2017-03-23 01:30:09.307;16582;0;6;-15721;1;75;0.00;W;17.28;17.72;997.10;8.00;95.00;17.78;17.28;23.83;24.67;23.83;95.00;93.00;68.00;68.00;66.00;16.67;7.00;0.00
26187;2017-03-23 01:35:09.300;16582;0;6;-15721;1;75;0.00;W;17.28;17.78;997.13;12.00;96.00;17.78;17.28;23.83;24.67;23.83;96.00;93.00;68.00;68.00;66.00;16.67;7.00;0.00
26188;2017-03-23 01:40:09.320;16582;0;6;-15721;1;75;0.00;W;17.28;17.78;997.06;11.00;96.00;17.78;17.28;23.83;24.67;23.83;96.00;93.00;68.00;68.00;66.00;16.67;7.00;0.00
26189;2017-03-23 01:45:09.297;16582;0;6;-15721;1;75;0.00;W;17.28;17.78;996.99;19.00;96.00;17.78;17.28;23.83;24.67;23.83;96.00;93.00;68.00;68.00;66.00;16.67;7.00;0.00
26190;2017-03-23 01:50:09.303;16582;0;6;-15721;1;75;0.00;W;17.28;17.78;996.83;24.00;96.00;17.78;17.28;23.72;24.67;23.72;96.00;93.00;68.00;68.00;66.00;16.67;7.00;0.00
26191;2017-03-23 01:55:09.310;16582;0;6;-15721;1;75;0.00;W;17.33;17.83;996.79;12.00;96.00;17.78;17.28;23.72;24.67;23.72;96.00;93.00;68.00;68.00;66.00;16.67;7.00;0.00
26192;2017-03-23 02:00:09.473;16582;0;6;-15721;1;75;0.00;SE;17.39;17.89;996.76;11.00;96.00;17.78;17.28;23.72;24.67;23.72;96.00;93.00;68.00;68.00;66.00;16.67;7.00;0.00
26193;2017-03-23 02:05:09.310;16582;0;6;-15721;1;75;0.00;S;17.39;17.89;996.79;1.00;96.00;17.78;17.28;23.72;24.67;23.72;96.00;93.00;69.00;69.00;66.00;16.67;7.00;0.00
26194;2017-03-23 02:10:09.363;16582;0;6;-15721;1;75;0.00;SSW;17.33;17.83;996.76;15.00;96.00;17.78;17.28;23.72;24.67;23.72;96.00;93.00;69.00;69.00;66.00;16.67;7.00;0.00
26195;2017-03-23 02:15:09.340;16582;0;6;-15721;1;75;0.00;SSW;17.28;17.78;996.72;1.00;96.00;17.78;17.28;23.61;24.67;23.61;96.00;93.00;69.00;69.00;66.00;16.67;7.00;0.00
26196;2017-03-23 02:20:09.397;16582;0;6;-15721;1;75;0.00;SSW;17.28;17.78;996.62;18.00;96.00;17.78;17.28;23.61;24.67;23.61;96.00;93.00;69.00;69.00;66.00;16.67;7.00;0.00
26197;2017-03-23 02:25:09.340;16582;0;6;-15721;1;75;0.00;SSW;17.28;17.78;996.52;11.00;96.00;17.78;17.22;23.61;24.67;23.61;96.00;93.00;69.00;69.00;66.00;16.67;7.00;0.00
26198;2017-03-23 02:30:09.313;16582;0;6;-15721;1;75;1.00;SSE;17.28;17.78;996.42;13.00;96.00;17.78;17.22;23.61;24.67;23.61;96.00;93.00;69.00;69.00;66.00;16.67;7.00;0.00
26199;2017-03-23 02:35:09.303;16582;0;6;-15721;1;75;0.00;SSE;17.06;17.50;996.35;12.00;95.00;17.78;17.06;23.50;24.67;23.50;96.00;93.00;69.00;69.00;66.00;16.11;7.00;0.00
26200;2017-03-23 02:40:09.610;16582;0;6;-15721;1;75;1.00;SE;16.83;17.22;996.35;16.00;95.00;17.78;16.78;23.50;24.67;23.50;96.00;93.00;69.00;69.00;66.00;16.11;7.00;0.00
26201;2017-03-23 02:45:09.303;16582;0;6;-15721;1;75;0.00;SE;16.72;17.11;996.22;18.00;95.00;17.78;16.67;23.33;24.67;23.33;96.00;93.00;69.00;69.00;66.00;16.11;7.00;0.00
26202;2017-03-23 02:50:09.310;16582;0;6;-15721;1;75;0.00;SE;16.67;17.06;996.08;12.00;95.00;17.78;16.67;23.33;24.67;23.33;96.00;93.00;69.00;69.00;66.00;16.11;7.00;0.00
26203;2017-03-23 02:55:09.300;16582;0;6;-15721;1;75;0.00;SE;16.72;17.11;996.01;1.00;95.00;17.78;16.67;23.22;24.67;23.22;96.00;93.00;69.00;69.00;66.00;16.11;7.00;0.00
26204;2017-03-23 03:00:09.433;16582;0;6;-15721;1;75;0.00;ESE;16.83;17.28;995.95;7.00;96.00;17.78;16.67;23.22;24.67;23.22;96.00;93.00;69.00;69.00;66.00;16.11;7.00;0.00
26205;2017-03-23 03:05:09.320;16582;0;6;-15721;1;75;5.00;SE;16.67;17.06;995.95;4.00;95.00;17.78;16.67;23.11;24.67;23.11;96.00;93.00;69.00;69.00;66.00;16.11;7.00;0.00
26206;2017-03-23 03:10:09.310;16582;0;6;-15721;1;75;1.00;S;16.61;16.94;995.91;0.00;94.00;17.78;16.61;23.11;24.67;23.11;96.00;93.00;69.00;69.00;66.00;15.56;7.00;0.00
26207;2017-03-23 03:15:09.330;16582;0;6;-15721;1;75;0.00;SE;16.56;16.89;996.01;0.00;94.00;17.78;16.50;23.06;24.67;23.06;96.00;93.00;69.00;69.00;66.00;15.56;7.00;0.00
26208;2017-03-23 03:20:09.337;16582;0;6;-15721;1;75;4.00;ENE;16.50;16.83;995.98;0.00;93.00;17.78;16.50;22.94;24.67;22.94;96.00;93.00;68.00;69.00;66.00;15.56;8.00;0.00
26209;2017-03-23 03:25:09.453;16582;0;6;-15721;1;75;6.00;ESE;16.50;16.83;995.81;0.00;93.00;17.78;16.50;22.83;24.67;22.83;96.00;93.00;68.00;69.00;66.00;15.56;8.00;0.00
26210;2017-03-23 03:30:09.523;16582;0;6;-15721;1;75;0.00;ESE;16.61;16.94;995.71;0.00;93.00;17.78;16.50;22.78;24.67;22.78;96.00;93.00;68.00;69.00;66.00;15.56;8.00;0.00
26211;2017-03-23 03:35:09.327;16582;0;6;-15721;1;75;1.00;ESE;16.72;17.11;995.67;0.00;94.00;17.78;16.50;22.78;24.67;22.78;96.00;93.00;68.00;69.00;66.00;15.56;8.00;0.00
26212;2017-03-23 03:40:09.320;16582;0;6;-15721;1;75;0.00;ESE;16.67;17.00;995.61;0.00;93.00;17.78;16.50;22.78;24.67;22.78;96.00;93.00;68.00;69.00;66.00;15.56;8.00;0.00
26213;2017-03-23 03:45:09.310;16582;0;6;-15721;1;75;0.00;ESE;16.67;17.00;995.61;0.00;93.00;17.78;16.50;22.78;24.67;22.78;96.00;93.00;68.00;69.00;66.00;15.56;8.00;0.00
26214;2017-03-23 03:50:09.317;16582;0;6;-15721;1;75;0.00;ESE;16.61;16.94;995.57;0.00;93.00;17.78;16.50;22.78;24.67;22.78;96.00;93.00;68.00;69.00;66.00;15.56;8.00;0.00
26215;2017-03-23 03:55:09.353;16582;0;6;-15721;1;75;0.00;ESE;16.61;16.94;995.67;0.00;93.00;17.78;16.50;22.78;24.67;22.78;96.00;93.00;68.00;69.00;66.00;15.56;8.00;0.00
26216;2017-03-23 04:00:09.333;16582;0;6;-15721;1;75;1.00;SE;16.61;16.94;995.67;0.00;92.00;17.78;16.50;22.78;24.67;22.78;96.00;92.00;68.00;69.00;66.00;15.56;8.00;0.00
26217;2017-03-23 04:05:09.310;16582;0;6;-15721;1;75;0.00;SE;16.61;16.94;995.74;0.00;93.00;17.78;16.50;22.78;24.67;22.78;96.00;92.00;68.00;69.00;66.00;15.56;8.00;0.00
26218;2017-03-23 04:10:09.313;16582;0;6;-15721;1;75;0.00;SE;16.61;16.94;995.71;0.00;93.00;17.78;16.50;22.78;24.67;22.78;96.00;92.00;68.00;69.00;66.00;15.56;8.00;0.00
26219;2017-03-23 04:15:09.307;16582;0;6;-15721;1;75;0.00;SE;16.56;16.89;995.78;0.00;93.00;17.78;16.50;22.67;24.67;22.67;96.00;92.00;68.00;69.00;66.00;15.56;8.00;0.00
26220;2017-03-23 04:20:09.343;16582;0;6;-15721;1;75;0.00;SE;16.67;17.06;995.84;0.00;94.00;17.78;16.50;22.67;24.67;22.67;96.00;92.00;68.00;69.00;66.00;15.56;8.00;0.00
26221;2017-03-23 04:25:09.367;16582;0;6;-15721;1;75;0.00;SE;16.67;17.06;995.95;0.00;94.00;17.78;16.50;22.67;24.67;22.67;96.00;92.00;68.00;69.00;66.00;15.56;8.00;0.00
26222;2017-03-23 04:30:09.310;16582;0;6;-15721;1;75;0.00;SE;16.78;17.17;995.95;0.00;94.00;17.78;16.50;22.67;24.67;22.67;96.00;92.00;68.00;69.00;66.00;16.11;8.00;0.00
26223;2017-03-23 04:35:09.333;16582;0;6;-15721;1;75;0.00;SE;16.83;17.22;995.98;0.00;94.00;17.78;16.50;22.67;24.67;22.67;96.00;92.00;69.00;69.00;66.00;16.11;8.00;0.00
26224;2017-03-23 04:40:09.323;16582;0;6;-15721;1;75;0.00;SE;16.78;17.11;996.05;0.00;93.00;17.78;16.50;22.67;24.67;22.67;96.00;92.00;69.00;69.00;66.00;15.56;8.00;0.00
26225;2017-03-23 04:45:09.300;16582;0;6;-15721;1;75;0.00;SE;16.72;17.06;996.05;0.00;93.00;17.78;16.50;22.67;24.67;22.67;96.00;92.00;69.00;69.00;66.00;15.56;8.00;0.00
26226;2017-03-23 04:50:09.493;16582;0;6;-15721;1;75;2.00;ESE;16.72;17.06;996.11;0.00;93.00;17.78;16.50;22.56;24.67;22.56;96.00;92.00;69.00;69.00;66.00;15.56;8.00;0.00
26227;2017-03-23 04:55:09.303;16582;0;6;-15721;1;75;0.00;ESE;16.67;17.00;996.22;0.00;93.00;17.78;16.50;22.56;24.67;22.56;96.00;92.00;69.00;69.00;66.00;15.56;8.00;0.00
26228;2017-03-23 05:00:09.317;16582;0;6;-15721;1;75;0.00;ESE;16.83;17.22;996.22;0.00;94.00;17.78;16.50;22.56;24.67;22.56;96.00;92.00;69.00;69.00;66.00;16.11;8.00;0.00
26229;2017-03-23 05:05:09.300;16582;0;6;-15721;1;75;1.00;SE;16.89;17.28;996.22;0.00;93.00;17.78;16.50;22.44;24.67;22.44;96.00;92.00;69.00;69.00;66.00;15.56;8.00;0.00
26230;2017-03-23 05:10:09.307;16582;0;6;-15721;1;75;0.00;SE;16.78;17.11;996.32;0.00;93.00;17.78;16.50;22.44;24.67;22.44;96.00;92.00;69.00;69.00;66.00;15.56;8.00;0.00
26231;2017-03-23 05:15:09.373;16582;0;6;-15721;1;75;3.00;ESE;16.67;17.00;996.42;0.00;92.00;17.78;16.50;22.44;24.67;22.44;96.00;92.00;69.00;69.00;66.00;15.56;8.00;0.00
26232;2017-03-23 05:20:09.303;16582;0;6;-15721;1;75;0.00;ESE;16.67;17.00;996.49;0.00;92.00;17.78;16.50;22.39;24.67;22.39;96.00;92.00;69.00;69.00;66.00;15.56;8.00;0.00
26233;2017-03-23 05:25:09.310;16582;0;6;-15721;1;75;0.00;ESE;16.72;17.06;996.66;0.00;93.00;17.78;16.50;22.39;24.67;22.39;96.00;92.00;69.00;69.00;66.00;15.56;8.00;0.00
26234;2017-03-23 05:30:09.317;16582;0;6;-15721;1;75;0.00;ESE;16.78;17.11;996.62;0.00;93.00;17.78;16.50;22.39;24.67;22.39;96.00;92.00;69.00;69.00;66.00;15.56;8.00;0.00
26235;2017-03-23 05:35:09.323;16582;0;6;-15721;1;75;1.00;SE;16.78;17.11;996.79;0.00;93.00;17.78;16.50;22.39;24.67;22.39;96.00;92.00;69.00;69.00;66.00;15.56;8.00;0.00
26236;2017-03-23 05:40:09.440;16582;0;6;-15721;1;75;1.00;ESE;16.72;17.06;996.93;0.00;92.00;17.78;16.50;22.39;24.67;22.39;96.00;92.00;69.00;69.00;66.00;15.56;8.00;0.00
26237;2017-03-23 05:45:09.307;16582;0;6;-15721;1;75;0.00;ESE;16.67;17.00;996.99;0.00;92.00;17.78;16.50;22.39;24.67;22.39;96.00;92.00;69.00;69.00;66.00;15.56;8.00;0.00
26238;2017-03-23 05:50:09.313;16582;0;6;-15721;1;75;0.00;ESE;16.61;16.94;996.99;0.00;92.00;17.78;16.50;22.28;24.67;22.28;96.00;92.00;69.00;69.00;66.00;15.56;8.00;0.00
26239;2017-03-23 05:55:09.427;16582;0;6;-15721;1;75;2.00;SE;16.61;16.89;997.06;0.00;91.00;17.78;16.50;22.28;24.67;22.28;96.00;91.00;69.00;69.00;66.00;15.00;8.00;0.00
26240;2017-03-23 06:00:09.327;16582;0;6;-15721;1;75;1.00;E;16.56;16.83;997.13;0.00;91.00;17.78;16.50;22.28;24.67;22.28;96.00;91.00;69.00;69.00;66.00;15.00;8.00;0.00
26241;2017-03-23 06:05:09.320;16582;0;6;-15721;1;75;4.00;ENE;16.61;16.89;997.23;0.00;91.00;17.78;16.50;22.28;24.67;22.28;96.00;91.00;69.00;69.00;66.00;15.00;8.00;0.00
26242;2017-03-23 06:10:09.310;16582;0;6;-15721;1;75;4.00;ESE;16.67;16.94;997.30;0.00;90.00;17.78;16.50;22.17;24.67;22.17;96.00;90.00;69.00;69.00;66.00;15.00;8.00;0.00
26243;2017-03-23 06:15:09.303;16582;0;6;-15721;1;75;1.00;ESE;16.83;17.17;997.37;0.00;90.00;17.78;16.50;22.11;24.67;22.11;96.00;89.00;69.00;69.00;66.00;15.00;8.00;0.00
26244;2017-03-23 06:20:09.310;16582;0;6;-15721;1;75;0.00;ESE;16.94;17.28;997.47;0.00;90.00;17.78;16.50;22.11;24.67;22.11;96.00;89.00;69.00;69.00;66.00;15.56;8.00;0.00
26245;2017-03-23 06:25:09.317;16582;0;6;-15721;1;75;0.00;ESE;17.00;17.33;997.60;0.00;89.00;17.78;16.50;22.11;24.67;22.11;96.00;89.00;69.00;69.00;66.00;15.00;8.00;0.00
26246;2017-03-23 06:30:09.433;16582;0;6;-15721;1;75;0.00;ESE;17.00;17.33;997.71;0.00;90.00;17.78;16.50;22.11;24.67;22.11;96.00;89.00;69.00;69.00;66.00;15.56;8.00;0.00
26247;2017-03-23 06:35:09.347;16582;0;6;-15721;1;75;0.00;ESE;16.94;17.28;997.88;0.00;90.00;17.78;16.50;22.11;24.67;22.11;96.00;89.00;69.00;69.00;66.00;15.56;8.00;0.00
26248;2017-03-23 06:40:09.340;16582;0;6;-15721;1;75;0.00;ESE;16.89;17.22;997.91;0.00;90.00;17.78;16.50;22.17;24.67;22.11;96.00;89.00;69.00;69.00;66.00;15.56;8.00;0.00
26249;2017-03-23 06:45:09.313;16582;0;6;-15721;1;75;0.00;ESE;16.78;17.06;997.98;0.00;90.00;17.78;16.50;22.17;24.67;22.11;96.00;89.00;69.00;69.00;66.00;15.00;8.00;0.00
26250;2017-03-23 06:50:09.323;16582;0;6;-15721;1;75;0.00;ESE;16.78;17.06;998.08;0.00;90.00;17.78;16.50;22.17;24.67;22.11;96.00;89.00;69.00;69.00;66.00;15.00;8.00;0.00
26251;2017-03-23 06:55:09.313;16582;0;6;-15721;1;75;0.00;ESE;16.83;17.17;998.15;0.00;91.00;17.78;16.50;22.17;24.67;22.11;96.00;89.00;69.00;69.00;66.00;15.56;8.00;0.00
26252;2017-03-23 07:00:09.337;16582;0;6;-15721;1;75;0.00;ESE;17.00;17.39;998.25;0.00;92.00;17.78;16.50;22.17;24.67;22.11;96.00;89.00;69.00;69.00;66.00;15.56;8.00;0.00
26253;2017-03-23 07:05:09.310;16582;0;6;-15721;1;75;0.00;ESE;17.06;17.44;998.35;0.00;91.00;17.78;16.50;22.28;24.67;22.11;96.00;89.00;69.00;69.00;66.00;15.56;8.00;0.00
26254;2017-03-23 07:10:09.303;16582;0;6;-15721;1;75;0.00;ESE;17.11;17.50;998.45;0.00;91.00;17.78;16.50;22.28;24.67;22.11;96.00;89.00;69.00;69.00;66.00;15.56;8.00;0.00
26255;2017-03-23 07:15:09.310;16582;0;6;-15721;1;75;0.00;ESE;17.17;17.56;998.55;0.00;91.00;17.78;16.50;22.39;24.67;22.11;96.00;89.00;69.00;69.00;66.00;15.56;8.00;0.00
26256;2017-03-23 07:20:09.300;16582;0;6;-15721;1;75;1.00;ESE;17.28;17.67;998.62;0.00;90.00;17.78;16.50;22.39;24.67;22.11;96.00;89.00;68.00;69.00;66.00;15.56;8.00;0.00
26257;2017-03-23 07:25:09.307;16582;0;6;-15721;1;75;0.00;ESE;17.44;17.83;998.65;0.00;90.00;17.78;16.50;22.44;24.67;22.11;96.00;89.00;68.00;69.00;66.00;16.11;8.00;0.00
26258;2017-03-23 07:30:09.330;16582;0;6;-15721;1;75;0.00;ESE;17.61;18.06;998.69;0.00;90.00;17.78;16.50;22.44;24.67;22.11;96.00;89.00;68.00;69.00;66.00;16.11;8.00;0.00
26259;2017-03-23 07:35:09.307;16582;0;6;-15721;1;75;0.00;ESE;17.83;18.33;998.76;0.00;91.00;17.83;16.50;22.56;24.67;22.11;96.00;89.00;68.00;69.00;66.00;16.67;8.00;0.00
26260;2017-03-23 07:40:09.487;16582;0;6;-15721;1;75;0.00;ESE;18.11;18.61;998.76;0.00;90.00;18.11;16.50;22.67;24.67;22.11;96.00;89.00;68.00;69.00;66.00;16.67;8.00;0.00
26261;2017-03-23 07:45:09.337;16582;0;6;-15721;1;75;0.00;ESE;18.33;18.83;998.79;0.00;88.00;18.33;16.50;22.78;24.67;22.11;96.00;88.00;68.00;69.00;66.00;16.11;8.00;0.00
26262;2017-03-23 07:50:09.310;16582;0;6;-15721;1;75;0.00;ESE;18.50;19.06;998.89;0.00;87.00;18.50;16.50;22.78;24.67;22.11;96.00;87.00;68.00;69.00;66.00;16.11;8.00;0.00
26263;2017-03-23 07:55:09.350;16582;0;6;-15721;1;75;0.00;ESE;18.61;19.17;998.76;0.00;87.00;18.61;16.50;22.83;24.67;22.11;96.00;87.00;68.00;69.00;66.00;16.67;8.00;0.00
26264;2017-03-23 08:00:09.467;16582;0;6;-15721;1;75;0.00;ESE;18.83;19.39;998.76;0.00;86.00;18.83;16.50;23.06;24.67;22.11;96.00;86.00;68.00;69.00;66.00;16.67;8.00;0.00
26265;2017-03-23 08:05:09.300;16582;0;6;-15721;1;75;0.00;ESE;18.94;19.56;998.72;0.00;86.00;18.94;16.50;23.11;24.67;22.11;96.00;85.00;68.00;69.00;66.00;16.67;8.00;0.00
26266;2017-03-23 08:10:09.340;16582;0;6;-15721;1;75;0.00;ESE;18.94;19.50;998.79;0.00;85.00;18.94;16.50;23.22;24.67;22.11;96.00;85.00;68.00;69.00;66.00;16.67;8.00;0.00
26267;2017-03-23 08:15:09.300;16582;0;6;-15721;1;75;0.00;ESE;18.94;19.44;998.79;0.00;81.00;18.94;16.50;23.33;24.67;22.11;96.00;81.00;68.00;69.00;66.00;15.56;8.00;0.00
26268;2017-03-23 08:20:09.307;16582;0;6;-15721;1;75;0.00;ESE;18.94;19.44;998.82;0.00;81.00;18.94;16.50;23.44;24.67;22.11;96.00;80.00;67.00;69.00;66.00;15.56;8.00;0.00
26269;2017-03-23 08:25:09.330;16582;0;6;-15721;1;75;0.00;ESE;18.94;19.44;998.82;0.00;81.00;19.00;16.50;23.44;24.67;22.11;96.00;80.00;67.00;69.00;66.00;15.56;8.00;0.00
26270;2017-03-23 08:30:09.307;16582;0;6;-15721;1;75;0.00;ESE;18.89;19.39;998.89;0.00;82.00;19.00;16.50;23.44;24.67;22.11;96.00;80.00;67.00;69.00;66.00;15.56;8.00;0.00
26271;2017-03-23 08:35:09.363;16582;0;6;-15721;1;75;0.00;ESE;18.89;19.39;998.86;0.00;82.00;19.00;16.50;23.44;24.67;22.11;96.00;80.00;67.00;69.00;66.00;15.56;8.00;0.00
26272;2017-03-23 08:40:09.320;16582;0;6;-15721;1;75;0.00;ESE;18.94;19.50;998.96;0.00;82.00;19.00;16.50;23.44;24.67;22.11;96.00;80.00;66.00;69.00;66.00;16.11;8.00;0.00
26273;2017-03-23 08:45:09.390;16582;0;6;-15721;1;75;0.00;ESE;19.06;19.61;998.93;0.00;81.00;19.06;16.50;23.44;24.67;22.11;96.00;80.00;66.00;69.00;66.00;15.56;8.00;0.00
26274;2017-03-23 08:50:09.333;16582;0;6;-15721;1;75;0.00;ESE;19.22;19.83;998.96;0.00;81.00;19.28;16.50;23.44;24.67;22.11;96.00;80.00;66.00;69.00;66.00;16.11;8.00;0.00
26275;2017-03-23 08:55:09.310;16582;0;6;-15721;1;75;0.00;ESE;19.56;20.17;999.06;0.00;80.00;19.56;16.50;23.44;24.67;22.11;96.00;80.00;66.00;69.00;66.00;16.11;8.00;0.00
26276;2017-03-23 09:00:09.317;16582;0;6;-15721;1;75;0.00;NNW;19.83;20.50;998.96;0.00;79.00;19.83;16.50;23.50;24.67;22.11;96.00;79.00;66.00;69.00;66.00;16.11;8.00;0.00
26277;2017-03-23 09:05:09.510;16582;0;6;-15721;1;75;0.00;NW;19.72;20.33;998.96;0.00;79.00;19.83;16.50;23.61;24.67;22.11;96.00;78.00;66.00;69.00;66.00;16.11;8.00;0.00
26278;2017-03-23 09:10:09.300;16582;0;6;-15721;1;75;0.00;WNW;20.06;20.72;998.93;0.00;78.00;20.06;16.50;23.83;24.67;22.11;96.00;78.00;65.00;69.00;65.00;16.11;8.00;0.00
26279;2017-03-23 09:15:09.400;16582;0;6;-15721;1;75;6.00;NNW;20.39;21.06;998.82;0.00;77.00;20.44;16.50;24.11;24.67;22.11;96.00;76.00;65.00;69.00;65.00;16.11;8.00;0.00
26280;2017-03-23 09:20:09.297;16582;0;6;-15721;1;75;0.00;N;20.11;20.83;998.82;0.00;79.00;20.44;16.50;24.39;24.67;22.11;96.00;76.00;65.00;69.00;65.00;16.11;8.00;0.00
26281;2017-03-23 09:25:09.303;16582;0;6;-15721;1;75;6.00;NNW;20.00;20.61;998.79;0.00;77.00;20.44;16.50;24.50;24.67;22.11;96.00;76.00;64.00;69.00;64.00;16.11;8.00;0.00
26282;2017-03-23 09:30:09.390;16582;0;6;-15721;1;75;1.00;N;19.78;20.28;998.93;0.00;76.00;20.44;16.50;24.50;24.67;22.11;96.00;76.00;64.00;69.00;64.00;15.56;8.00;0.00
26283;2017-03-23 09:35:09.303;16582;0;6;-15721;1;75;2.00;W;19.94;20.50;998.96;0.00;76.00;20.44;16.50;24.50;24.67;22.11;96.00;76.00;63.00;69.00;63.00;15.56;8.00;0.00
26284;2017-03-23 09:40:09.310;16582;0;6;-15721;1;75;1.00;N;20.17;20.67;998.89;0.00;75.00;20.44;16.50;24.50;24.67;22.11;96.00;75.00;62.00;69.00;62.00;15.56;8.00;0.00
26285;2017-03-23 09:45:09.317;16582;0;6;-15721;1;75;0.00;N;20.22;20.78;998.96;0.00;76.00;20.44;16.50;24.39;24.67;22.11;96.00;75.00;62.00;69.00;62.00;16.11;8.00;0.00
26286;2017-03-23 09:50:09.340;16582;0;6;-15721;1;75;1.00;ESE;20.39;21.00;998.93;0.00;76.00;20.44;16.50;24.39;24.67;22.11;96.00;75.00;62.00;69.00;62.00;16.11;8.00;0.00
26287;2017-03-23 09:55:09.330;16582;0;6;-15721;1;75;0.00;SE;20.50;21.11;998.93;0.00;76.00;20.56;16.50;24.39;24.67;22.11;96.00;75.00;61.00;69.00;61.00;16.11;8.00;0.00
26288;2017-03-23 10:00:09.323;16582;0;6;-15721;1;75;0.00;SE;20.83;21.28;998.93;0.00;75.00;20.83;16.50;24.39;24.67;22.11;96.00;75.00;62.00;69.00;61.00;16.11;8.00;0.00
26289;2017-03-23 10:05:09.293;16582;0;6;-15721;1;75;0.00;SE;21.17;21.44;998.86;0.00;74.00;21.17;16.50;24.39;24.67;22.11;96.00;74.00;63.00;69.00;61.00;16.11;8.00;0.00
