IdLectura;Fecha;LatitudGrados;LatitudMinutos;LatitudSegundos;LongitudGrados;LongitudMinutos;LongitudSegundos;Viento_Kh;DireccionViento;TemperaturaExt_C;IndiceCalor_C;Presion_hPa;LluviaDiaria_MM;HumedadExt;TerperaturaExternaMax_C;TerperaturaExternaMin_C;TemperaturaInterna_C;TemperaturaInternaMax_C;TemperaturaInternaMin_C;HumedadExternaMax;HumedadExternaMin;HumedadInterna;HumedadInternaMax;HumedadInternaMin;PuntoRocio;VelMaximaViento_Kh;ET_mm
26899;2017-03-25 12:55:09.320;16582;0;6;-15721;1;75;0.00;SW;26.22;26.56;995.40;0.00;55.00;27.06;17.06;26.50;26.50;22.00;92.00;53.00;59.00;70.00;59.00;16.67;9.00;0.00
26900;2017-03-25 13:00:09.603;16582;0;6;-15721;1;75;0.00;S;26.44;26.83;995.23;0.00;55.00;27.06;17.06;26.50;26.50;22.00;92.00;53.00;58.00;70.00;58.00;16.67;9.00;0.00
26901;2017-03-25 13:05:09.303;16582;0;6;-15721;1;75;3.00;WSW;26.39;26.67;995.13;0.00;54.00;27.06;17.06;26.61;26.61;22.00;92.00;53.00;58.00;70.00;58.00;16.11;9.00;0.00
26902;2017-03-25 13:10:09.527;16582;0;6;-15721;1;75;0.00;E;26.22;26.56;994.86;0.00;55.00;27.06;17.06;26.72;26.72;22.00;92.00;53.00;58.00;70.00;58.00;16.67;9.00;0.00
26903;2017-03-25 13:15:09.347;16582;0;6;-15721;1;75;1.00;SW;26.89;27.28;994.79;0.00;54.00;27.06;17.06;26.83;26.83;22.00;92.00;53.00;57.00;70.00;57.00;16.67;9.00;0.00
26904;2017-03-25 13:20:09.417;16582;0;6;-15721;1;75;2.00;NNE;27.44;27.83;994.59;0.00;52.00;27.44;17.06;26.94;26.94;22.00;92.00;52.00;57.00;70.00;57.00;16.67;9.00;0.00
26905;2017-03-25 13:25:09.313;16582;0;6;-15721;1;75;2.00;WNW;27.83;28.28;994.39;0.00;51.00;27.83;17.06;27.00;27.00;22.00;92.00;50.00;57.00;70.00;57.00;16.67;9.00;0.00
26906;2017-03-25 13:30:09.303;16582;0;6;-15721;1;75;5.00;SW;27.94;28.44;994.15;0.00;51.00;27.94;17.06;27.22;27.22;22.00;92.00;50.00;57.00;70.00;57.00;16.67;9.00;0.00
26907;2017-03-25 13:35:09.547;16582;0;6;-15721;1;75;5.00;WSW;28.28;28.89;993.85;0.00;50.00;28.28;17.06;27.33;27.33;22.00;92.00;50.00;56.00;70.00;56.00;16.67;9.00;0.00
26908;2017-03-25 13:40:09.320;16582;0;6;-15721;1;75;4.00;WSW;28.61;29.28;993.74;0.00;48.00;28.61;17.06;27.44;27.44;22.00;92.00;48.00;56.00;70.00;56.00;16.67;9.00;0.00
26909;2017-03-25 13:45:09.327;16582;0;6;-15721;1;75;0.00;ENE;28.50;29.17;993.57;0.00;49.00;28.61;17.06;27.56;27.56;22.00;92.00;48.00;55.00;70.00;55.00;16.67;9.00;0.00
26910;2017-03-25 13:50:09.320;16582;0;6;-15721;1;75;1.00;SSW;28.83;29.56;993.44;0.00;47.00;28.89;17.06;27.67;27.67;22.00;92.00;47.00;55.00;70.00;55.00;16.67;9.00;0.00
26911;2017-03-25 13:55:09.530;16582;0;6;-15721;1;75;3.00;NNW;29.17;29.83;993.34;0.00;46.00;29.22;17.06;27.78;27.78;22.00;92.00;46.00;55.00;70.00;55.00;16.11;9.00;0.00
26912;2017-03-25 14:00:09.517;16582;0;6;-15721;1;75;5.00;NW;29.11;29.89;993.13;0.00;47.00;29.22;17.06;27.83;27.83;22.00;92.00;46.00;55.00;70.00;54.00;16.67;9.00;0.00
26913;2017-03-25 14:05:09.323;16582;0;6;-15721;1;75;1.00;WSW;28.72;29.33;993.00;0.00;46.00;29.22;17.06;27.94;27.94;22.00;92.00;45.00;54.00;70.00;54.00;16.11;9.00;0.00
26914;2017-03-25 14:10:09.300;16582;0;6;-15721;1;75;2.00;W;28.39;28.83;992.73;0.00;47.00;29.22;17.06;28.06;28.06;22.00;92.00;45.00;54.00;70.00;53.00;16.11;9.00;0.00
26915;2017-03-25 14:15:09.510;16582;0;6;-15721;1;75;1.00;SSW;28.61;29.22;992.63;0.00;47.00;29.22;17.06;28.28;28.28;22.00;92.00;45.00;53.00;70.00;53.00;16.11;9.00;0.00
26916;2017-03-25 14:20:30.083;16582;0;6;-15721;1;75;1.00;SE;28.94;29.56;992.42;0.00;45.00;29.22;17.06;28.39;28.39;22.00;92.00;45.00;52.00;70.00;52.00;16.11;9.00;0.00
26917;2017-03-25 14:25:09.413;16582;0;6;-15721;1;75;2.00;SW;29.28;29.78;992.39;0.00;44.00;29.28;17.06;28.50;28.50;22.00;92.00;44.00;52.00;70.00;52.00;15.56;9.00;0.00
26918;2017-03-25 14:30:09.310;16582;0;6;-15721;1;75;0.00;SW;29.33;29.72;992.29;0.00;43.00;29.39;17.06;28.50;28.50;22.00;92.00;43.00;51.00;70.00;51.00;15.56;9.00;0.00
26919;2017-03-25 14:35:09.303;16582;0;6;-15721;1;75;15.00;SE;28.28;28.67;992.05;0.00;47.00;29.39;17.06;28.61;28.61;22.00;92.00;43.00;51.00;70.00;51.00;16.11;19.00;0.00
26920;2017-03-25 14:40:09.390;16582;0;6;-15721;1;75;7.00;ESE;26.89;27.11;992.02;0.00;52.00;29.39;17.06;28.72;28.72;22.00;92.00;43.00;51.00;70.00;51.00;16.11;20.00;0.00
26921;2017-03-25 14:45:09.303;16582;0;6;-15721;1;75;16.00;ESE;25.78;26.06;991.92;0.00;55.00;29.39;17.06;28.72;28.72;22.00;92.00;43.00;51.00;70.00;51.00;16.11;22.00;0.00
26922;2017-03-25 14:50:09.437;16582;0;6;-15721;1;75;14.00;SE;25.06;25.39;991.85;0.00;58.00;29.39;17.06;28.72;28.72;22.00;92.00;43.00;50.00;70.00;50.00;16.11;22.00;0.00
26923;2017-03-25 14:55:09.567;16582;0;6;-15721;1;75;10.00;ESE;25.06;25.33;991.85;0.00;57.00;29.39;17.06;28.72;28.83;22.00;92.00;43.00;50.00;70.00;50.00;16.11;22.00;0.00
26924;2017-03-25 15:00:09.340;16582;0;6;-15721;1;75;10.00;ENE;24.83;25.17;991.81;0.00;58.00;29.39;17.06;28.72;28.83;22.00;92.00;43.00;50.00;70.00;50.00;16.11;22.00;0.00
26925;2017-03-25 15:05:09.470;16582;0;6;-15721;1;75;10.00;ENE;24.78;25.17;991.81;0.00;59.00;29.39;17.06;28.72;28.83;22.00;92.00;43.00;50.00;70.00;50.00;16.11;22.00;0.00
26926;2017-03-25 15:10:09.337;16582;0;6;-15721;1;75;15.00;E;24.22;24.78;991.81;8.00;62.00;29.39;17.06;28.61;28.83;22.00;92.00;43.00;52.00;70.00;50.00;16.67;22.00;0.00
26927;2017-03-25 15:15:09.343;16582;0;6;-15721;1;75;14.00;NE;23.00;23.67;991.81;81.00;69.00;29.39;17.06;28.39;28.83;22.00;92.00;43.00;54.00;70.00;50.00;17.22;22.00;0.00
26928;2017-03-25 15:20:09.447;16582;0;6;-15721;1;75;19.00;NNE;21.28;21.67;992.15;44.00;75.00;29.39;17.06;28.17;28.83;22.00;92.00;43.00;55.00;70.00;50.00;16.67;24.00;0.00
26929;2017-03-25 15:25:09.310;16582;0;6;-15721;1;75;12.00;NNE;20.22;20.89;992.22;2.00;78.00;29.39;17.06;27.94;28.83;22.00;92.00;43.00;56.00;70.00;50.00;16.11;29.00;0.00
26930;2017-03-25 15:30:09.363;16582;0;6;-15721;1;75;19.00;NNE;19.56;20.22;992.42;12.00;81.00;29.39;17.06;27.83;28.83;22.00;92.00;43.00;56.00;70.00;50.00;16.11;29.00;0.00
26931;2017-03-25 15:35:09.323;16582;0;6;-15721;1;75;15.00;NNE;20.17;20.67;991.98;6.00;74.00;29.39;17.06;27.78;28.83;22.00;92.00;43.00;56.00;70.00;50.00;15.56;29.00;0.00
26932;2017-03-25 15:40:09.303;16582;0;6;-15721;1;75;7.00;NE;20.83;21.33;991.95;4.00;76.00;29.39;17.06;27.67;28.83;22.00;92.00;43.00;55.00;70.00;50.00;16.67;29.00;0.00
26933;2017-03-25 15:45:09.340;16582;0;6;-15721;1;75;8.00;NNW;21.17;21.56;992.36;0.00;76.00;29.39;17.06;27.67;28.83;22.00;92.00;43.00;56.00;70.00;50.00;16.67;29.00;0.00
26934;2017-03-25 15:50:09.400;16582;0;6;-15721;1;75;14.00;NNW;20.28;20.83;992.42;0.00;76.00;29.39;17.06;27.56;28.83;22.00;92.00;43.00;56.00;70.00;50.00;16.11;29.00;0.00
26935;2017-03-25 15:55:09.383;16582;0;6;-15721;1;75;12.00;NNW;19.89;20.61;992.46;0.00;81.00;29.39;17.06;27.56;28.83;22.00;92.00;43.00;56.00;70.00;50.00;16.67;29.00;0.00
26936;2017-03-25 16:00:09.580;16582;0;6;-15721;1;75;10.00;NNE;19.61;20.28;992.56;0.00;81.00;29.39;17.06;27.56;28.83;22.00;92.00;43.00;56.00;70.00;50.00;16.67;29.00;0.00
26937;2017-03-25 16:05:09.337;16582;0;6;-15721;1;75;10.00;N;18.78;19.33;992.66;64.00;85.00;29.39;17.06;27.44;28.83;22.00;92.00;43.00;56.00;70.00;50.00;16.11;29.00;0.00
26938;2017-03-25 16:10:09.407;16582;0;6;-15721;1;75;7.00;NNW;18.28;18.78;993.10;21.00;89.00;29.39;17.06;27.33;28.83;22.00;92.00;43.00;57.00;70.00;50.00;16.67;29.00;0.00
26939;2017-03-25 16:15:09.303;16582;0;6;-15721;1;75;4.00;SSW;18.28;18.83;993.71;69.00;90.00;29.39;17.06;27.33;28.83;22.00;92.00;43.00;57.00;70.00;50.00;16.67;29.00;0.00
26940;2017-03-25 16:20:09.420;16582;0;6;-15721;1;75;4.00;NNE;18.11;18.56;993.88;166.00;88.00;29.39;17.06;27.22;28.83;22.00;92.00;43.00;58.00;70.00;50.00;16.11;29.00;0.00
26941;2017-03-25 16:25:09.410;16582;0;6;-15721;1;75;10.00;ESE;17.94;18.39;993.71;302.00;89.00;29.39;17.06;27.11;28.83;22.00;92.00;43.00;58.00;70.00;50.00;16.11;29.00;0.00
26942;2017-03-25 16:30:09.327;16582;0;6;-15721;1;75;11.00;E;17.89;18.39;993.54;384.00;91.00;29.39;17.06;27.00;28.83;22.00;92.00;43.00;59.00;70.00;50.00;16.67;29.00;0.00
26943;2017-03-25 16:35:09.320;16582;0;6;-15721;1;75;9.00;ENE;17.89;18.28;993.44;115.00;87.00;29.39;17.06;26.83;28.83;22.00;92.00;43.00;59.00;70.00;50.00;15.56;29.00;0.00
26944;2017-03-25 16:40:09.420;16582;0;6;-15721;1;75;5.00;ESE;17.94;18.39;993.61;127.00;88.00;29.39;17.06;26.61;28.83;22.00;92.00;43.00;59.00;70.00;50.00;16.11;29.00;0.00
26945;2017-03-25 16:45:09.300;16582;0;6;-15721;1;75;11.00;E;17.78;18.22;993.41;66.00;89.00;29.39;17.06;26.39;28.83;22.00;92.00;43.00;59.00;70.00;50.00;16.11;29.00;0.00
26946;2017-03-25 16:50:09.307;16582;0;6;-15721;1;75;2.00;ESE;17.94;18.33;993.41;36.00;87.00;29.39;17.06;26.11;28.83;22.00;92.00;43.00;59.00;70.00;50.00;15.56;29.00;0.00
26947;2017-03-25 16:55:09.377;16582;0;6;-15721;1;75;1.00;E;18.00;18.39;993.47;13.00;85.00;29.39;17.06;25.89;28.83;22.00;92.00;43.00;60.00;70.00;50.00;15.56;29.00;0.00
26948;2017-03-25 17:00:09.337;16582;0;6;-15721;1;75;9.00;N;18.11;18.56;993.57;1.00;88.00;29.39;17.06;25.89;28.83;22.00;92.00;43.00;60.00;70.00;50.00;16.11;29.00;0.00
26949;2017-03-25 17:05:09.467;16582;0;6;-15721;1;75;6.00;NNW;18.17;18.67;993.74;6.00;90.00;29.39;17.06;26.00;28.83;22.00;92.00;43.00;61.00;70.00;50.00;16.67;29.00;0.00
26950;2017-03-25 17:10:09.320;16582;0;6;-15721;1;75;8.00;NW;18.17;18.72;993.81;4.00;91.00;29.39;17.06;26.11;28.83;22.00;92.00;43.00;61.00;70.00;50.00;16.67;29.00;0.00
26951;2017-03-25 17:15:09.370;16582;0;6;-15721;1;75;7.00;W;18.11;18.67;994.02;0.00;91.00;29.39;17.06;26.22;28.83;22.00;92.00;43.00;61.00;70.00;50.00;16.67;29.00;0.00
26952;2017-03-25 17:20:09.300;16582;0;6;-15721;1;75;7.00;NNW;18.06;18.56;994.15;0.00;91.00;29.39;17.06;26.28;28.83;22.00;92.00;43.00;60.00;70.00;50.00;16.67;29.00;0.00
26953;2017-03-25 17:25:09.573;16582;0;6;-15721;1;75;3.00;N;17.89;18.39;993.88;0.00;91.00;29.39;17.06;26.28;28.83;22.00;92.00;43.00;61.00;70.00;50.00;16.67;29.00;0.00
26954;2017-03-25 17:30:09.303;16582;0;6;-15721;1;75;0.00;WNW;17.83;18.33;993.95;0.00;92.00;29.39;17.06;26.28;28.83;22.00;92.00;43.00;61.00;70.00;50.00;16.67;29.00;0.00
26955;2017-03-25 17:35:09.357;16582;0;6;-15721;1;75;0.00;WNW;17.89;18.44;994.05;0.00;93.00;29.39;17.06;26.28;28.83;22.00;93.00;43.00;61.00;70.00;50.00;16.67;29.00;0.00
26956;2017-03-25 17:40:09.300;16582;0;6;-15721;1;75;0.00;SSE;17.94;18.50;994.18;0.00;93.00;29.39;17.06;26.22;28.83;22.00;93.00;43.00;61.00;70.00;50.00;16.67;29.00;0.00
26957;2017-03-25 17:45:09.353;16582;0;6;-15721;1;75;0.00;SE;18.00;18.56;994.29;0.00;93.00;29.39;17.06;26.22;28.83;22.00;93.00;43.00;61.00;70.00;50.00;16.67;29.00;0.00
26958;2017-03-25 17:50:09.310;16582;0;6;-15721;1;75;0.00;SSE;18.00;18.56;994.42;0.00;93.00;29.39;17.06;26.22;28.83;22.00;93.00;43.00;61.00;70.00;50.00;16.67;29.00;0.00
26959;2017-03-25 17:55:09.303;16582;0;6;-15721;1;75;0.00;SSE;18.06;18.61;994.49;0.00;92.00;29.39;17.06;26.11;28.83;22.00;93.00;43.00;61.00;70.00;50.00;16.67;29.00;0.00
26960;2017-03-25 18:00:09.327;16582;0;6;-15721;1;75;0.00;SSW;18.00;18.56;994.46;0.00;92.00;29.39;17.06;26.11;28.83;22.00;93.00;43.00;61.00;70.00;50.00;16.67;29.00;0.00
26961;2017-03-25 18:05:09.320;16582;0;6;-15721;1;75;2.00;W;18.00;18.56;994.62;0.00;92.00;29.39;17.06;26.11;28.83;22.00;93.00;43.00;61.00;70.00;50.00;16.67;29.00;0.00
26962;2017-03-25 18:10:09.560;16582;0;6;-15721;1;75;2.00;W;18.06;18.61;994.73;0.00;93.00;29.39;17.06;26.11;28.83;22.00;93.00;43.00;61.00;70.00;50.00;16.67;29.00;0.00
26963;2017-03-25 18:15:09.300;16582;0;6;-15721;1;75;5.00;N;17.94;18.44;994.76;0.00;92.00;29.39;17.06;26.00;28.83;22.00;93.00;43.00;62.00;70.00;50.00;16.67;29.00;0.00
26964;2017-03-25 18:20:09.323;16582;0;6;-15721;1;75;1.00;N;17.94;18.50;994.86;0.00;93.00;29.39;17.06;26.00;28.83;22.00;93.00;43.00;62.00;70.00;50.00;16.67;29.00;0.00
26965;2017-03-25 18:25:09.317;16582;0;6;-15721;1;75;0.00;N;17.94;18.44;994.83;0.00;92.00;29.39;17.06;26.00;28.83;22.00;93.00;43.00;62.00;70.00;50.00;16.67;29.00;0.00
26966;2017-03-25 18:30:09.307;16582;0;6;-15721;1;75;0.00;NNW;18.00;18.56;994.86;0.00;92.00;29.39;17.06;25.89;28.83;22.00;93.00;43.00;62.00;70.00;50.00;16.67;29.00;0.00
26967;2017-03-25 18:35:09.300;16582;0;6;-15721;1;75;0.00;NNW;18.06;18.61;994.93;0.00;92.00;29.39;17.06;25.89;28.83;22.00;93.00;43.00;62.00;70.00;50.00;16.67;29.00;0.00
26968;2017-03-25 18:40:09.337;16582;0;6;-15721;1;75;0.00;NNW;18.11;18.67;994.96;0.00;92.00;29.39;17.06;25.78;28.83;22.00;93.00;43.00;62.00;70.00;50.00;16.67;29.00;0.00
26969;2017-03-25 18:45:09.310;16582;0;6;-15721;1;75;0.00;NNW;18.11;18.67;995.10;0.00;92.00;29.39;17.06;25.78;28.83;22.00;93.00;43.00;63.00;70.00;50.00;16.67;29.00;0.00
26970;2017-03-25 18:50:09.303;16582;0;6;-15721;1;75;0.00;NNW;18.17;18.78;995.06;0.00;93.00;29.39;17.06;25.78;28.83;22.00;93.00;43.00;63.00;70.00;50.00;17.22;29.00;0.00
26971;2017-03-25 18:55:09.357;16582;0;6;-15721;1;75;0.00;NNW;18.11;18.67;995.03;0.00;93.00;29.39;17.06;25.67;28.83;22.00;93.00;43.00;63.00;70.00;50.00;17.22;29.00;0.00
26972;2017-03-25 19:00:19.087;16582;0;6;-15721;1;75;0.00;NNW;18.06;18.61;995.06;0.00;93.00;29.39;17.06;25.56;28.83;22.00;93.00;43.00;64.00;70.00;50.00;17.22;29.00;0.00
26973;2017-03-25 19:05:09.310;16582;0;6;-15721;1;75;0.00;NNW;18.11;18.67;995.20;0.00;93.00;29.39;17.06;25.56;28.83;22.00;93.00;43.00;64.00;70.00;50.00;17.22;29.00;0.00
26974;2017-03-25 19:10:09.907;16582;0;6;-15721;1;75;0.00;NNW;18.17;18.78;995.40;0.00;93.00;29.39;17.06;25.50;28.83;22.00;93.00;43.00;64.00;70.00;50.00;17.22;29.00;0.00
26975;2017-03-25 19:15:09.370;16582;0;6;-15721;1;75;0.00;SSE;18.17;18.72;995.61;0.00;92.00;29.39;17.06;25.50;28.83;22.00;93.00;43.00;64.00;70.00;50.00;16.67;29.00;0.00
26976;2017-03-25 19:20:09.317;16582;0;6;-15721;1;75;0.00;SSE;18.11;18.67;995.74;0.00;92.00;29.39;17.06;25.39;28.83;22.00;93.00;43.00;64.00;70.00;50.00;16.67;29.00;0.00
26977;2017-03-25 19:25:09.317;16582;0;6;-15721;1;75;0.00;SSE;18.11;18.67;995.88;0.00;91.00;29.39;17.06;25.39;28.83;22.00;93.00;43.00;64.00;70.00;50.00;16.67;29.00;0.00
26978;2017-03-25 19:30:09.360;16582;0;6;-15721;1;75;4.00;NNE;18.11;18.67;995.91;0.00;91.00;29.39;17.06;25.39;28.83;22.00;93.00;43.00;64.00;70.00;50.00;16.67;29.00;0.00
26979;2017-03-25 19:35:09.303;16582;0;6;-15721;1;75;2.00;N;18.28;18.83;996.01;0.00;91.00;29.39;17.06;25.28;28.83;22.00;93.00;43.00;64.00;70.00;50.00;16.67;29.00;0.00
26980;2017-03-25 19:40:09.310;16582;0;6;-15721;1;75;0.00;N;18.33;18.89;996.11;0.00;91.00;29.39;17.06;25.28;28.83;22.00;93.00;43.00;64.00;70.00;50.00;16.67;29.00;0.00
26981;2017-03-25 19:45:09.380;16582;0;6;-15721;1;75;0.00;N;18.28;18.83;996.15;0.00;91.00;29.39;17.06;25.28;28.83;22.00;93.00;43.00;64.00;70.00;50.00;16.67;29.00;0.00
26982;2017-03-25 19:50:09.327;16582;0;6;-15721;1;75;0.00;N;18.28;18.89;996.15;0.00;92.00;29.39;17.06;25.17;28.83;22.00;93.00;43.00;64.00;70.00;50.00;17.22;29.00;0.00
26983;2017-03-25 19:55:09.300;16582;0;6;-15721;1;75;0.00;SSW;18.28;18.89;996.35;0.00;92.00;29.39;17.06;25.17;28.83;22.00;93.00;43.00;64.00;70.00;50.00;17.22;29.00;0.00
26984;2017-03-25 20:00:09.340;16582;0;6;-15721;1;75;0.00;NW;18.17;18.72;996.52;0.00;91.00;29.39;17.06;25.17;28.83;22.00;93.00;43.00;64.00;70.00;50.00;16.67;29.00;0.00
26985;2017-03-25 20:05:09.317;16582;0;6;-15721;1;75;0.00;E;18.17;18.72;996.66;0.00;91.00;29.39;17.06;25.11;28.83;22.00;93.00;43.00;65.00;70.00;50.00;16.67;29.00;0.00
26986;2017-03-25 20:10:09.307;16582;0;6;-15721;1;75;0.00;SE;18.17;18.72;996.76;0.00;91.00;29.39;17.06;25.11;28.83;22.00;93.00;43.00;65.00;70.00;50.00;16.67;29.00;0.00
26987;2017-03-25 20:15:09.600;16582;0;6;-15721;1;75;2.00;W;18.11;18.67;996.89;0.00;91.00;29.39;17.06;25.11;28.83;22.00;93.00;43.00;65.00;70.00;50.00;16.67;29.00;0.00
26988;2017-03-25 20:20:09.330;16582;0;6;-15721;1;75;0.00;W;18.00;18.56;996.96;0.00;92.00;29.39;17.06;25.11;28.83;22.00;93.00;43.00;64.00;70.00;50.00;16.67;29.00;0.00
26989;2017-03-25 20:25:09.313;16582;0;6;-15721;1;75;0.00;W;17.94;18.44;997.06;0.00;92.00;29.39;17.06;25.00;28.83;22.00;93.00;43.00;64.00;70.00;50.00;16.67;29.00;0.00
26990;2017-03-25 20:30:09.303;16582;0;6;-15721;1;75;0.00;W;17.89;18.39;996.99;0.00;92.00;29.39;17.06;25.00;28.83;22.00;93.00;43.00;64.00;70.00;50.00;16.67;29.00;0.00
26991;2017-03-25 20:35:09.310;16582;0;6;-15721;1;75;0.00;W;17.94;18.50;997.13;0.00;93.00;29.39;17.06;24.89;28.83;22.00;93.00;43.00;65.00;70.00;50.00;16.67;29.00;0.00
26992;2017-03-25 20:40:09.350;16582;0;6;-15721;1;75;0.00;S;17.94;18.44;997.16;0.00;92.00;29.39;17.06;24.89;28.83;22.00;93.00;43.00;65.00;70.00;50.00;16.67;29.00;0.00
26993;2017-03-25 20:45:09.323;16582;0;6;-15721;1;75;0.00;S;17.94;18.44;997.16;0.00;92.00;29.39;17.06;24.89;28.83;22.00;93.00;43.00;65.00;70.00;50.00;16.67;29.00;0.00
26994;2017-03-25 20:50:09.300;16582;0;6;-15721;1;75;0.00;S;17.94;18.44;997.13;0.00;92.00;29.39;17.06;24.89;28.83;22.00;93.00;43.00;65.00;70.00;50.00;16.67;29.00;0.00
26995;2017-03-25 20:55:09.323;16582;0;6;-15721;1;75;0.00;S;18.00;18.56;997.13;0.00;92.00;29.39;17.06;24.78;28.83;22.00;93.00;43.00;65.00;70.00;50.00;16.67;29.00;0.00
26996;2017-03-25 21:00:09.313;16582;0;6;-15721;1;75;0.00;S;18.00;18.56;997.23;0.00;92.00;29.39;17.06;24.78;28.83;22.00;93.00;43.00;65.00;70.00;50.00;16.67;29.00;0.00
26997;2017-03-25 21:05:09.337;16582;0;6;-15721;1;75;0.00;S;18.06;18.61;997.33;0.00;92.00;29.39;17.06;24.67;28.83;22.00;93.00;43.00;65.00;70.00;50.00;16.67;29.00;0.00
26998;2017-03-25 21:10:11.637;16582;0;6;-15721;1;75;0.00;S;18.11;18.67;997.20;0.00;92.00;29.39;17.06;24.67;28.83;22.00;93.00;43.00;65.00;70.00;50.00;16.67;29.00;0.00
26999;2017-03-25 21:15:09.330;16582;0;6;-15721;1;75;0.00;S;18.11;18.67;997.37;0.00;91.00;29.39;17.06;24.67;28.83;22.00;93.00;43.00;65.00;70.00;50.00;16.67;29.00;0.00
27000;2017-03-25 21:20:09.327;16582;0;6;-15721;1;75;0.00;SSW;18.11;18.67;997.44;0.00;91.00;29.39;17.06;24.67;28.83;22.00;93.00;43.00;65.00;70.00;50.00;16.67;29.00;0.00
27001;2017-03-25 21:25:09.317;16582;0;6;-15721;1;75;0.00;NNE;18.17;18.72;997.50;0.00;91.00;29.39;17.06;24.61;28.83;22.00;93.00;43.00;65.00;70.00;50.00;16.67;29.00;0.00
27002;2017-03-25 21:30:09.310;16582;0;6;-15721;1;75;2.00;NNE;18.17;18.72;997.44;0.00;91.00;29.39;17.06;24.61;28.83;22.00;93.00;43.00;65.00;70.00;50.00;16.67;29.00;0.00
27003;2017-03-25 21:35:11.650;16582;0;6;-15721;1;75;2.00;NNE;18.17;18.72;997.44;0.00;91.00;29.39;17.06;24.61;28.83;22.00;93.00;43.00;66.00;70.00;50.00;16.67;29.00;0.00
27004;2017-03-25 21:40:09.323;16582;0;6;-15721;1;75;0.00;NNE;18.17;18.72;997.54;0.00;91.00;29.39;17.06;24.50;28.83;22.00;93.00;43.00;66.00;70.00;50.00;16.67;29.00;0.00
27005;2017-03-25 21:45:09.300;16582;0;6;-15721;1;75;0.00;NNE;18.22;18.78;997.60;0.00;91.00;29.39;17.06;24.50;28.83;22.00;93.00;43.00;66.00;70.00;50.00;16.67;29.00;0.00
27006;2017-03-25 21:50:09.307;16582;0;6;-15721;1;75;0.00;NNE;18.22;18.78;997.60;0.00;91.00;29.39;17.06;24.39;28.83;22.00;93.00;43.00;66.00;70.00;50.00;16.67;29.00;0.00
27007;2017-03-25 21:55:09.313;16582;0;6;-15721;1;75;0.00;NNE;18.22;18.78;997.64;0.00;91.00;29.39;17.06;24.39;28.83;22.00;93.00;43.00;66.00;70.00;50.00;16.67;29.00;0.00
27008;2017-03-25 22:00:09.307;16582;0;6;-15721;1;75;0.00;E;18.22;18.78;997.64;0.00;91.00;29.39;17.06;24.39;28.83;22.00;93.00;43.00;66.00;70.00;50.00;16.67;29.00;0.00
27009;2017-03-25 22:05:09.330;16582;0;6;-15721;1;75;0.00;SE;18.22;18.78;997.60;0.00;92.00;29.39;17.06;24.28;28.83;22.00;93.00;43.00;66.00;70.00;50.00;17.22;29.00;0.00
27010;2017-03-25 22:10:09.320;16582;0;6;-15721;1;75;1.00;SE;18.22;18.78;997.50;0.00;92.00;29.39;17.06;24.28;28.83;22.00;93.00;43.00;66.00;70.00;50.00;17.22;29.00;0.00
27011;2017-03-25 22:15:09.327;16582;0;6;-15721;1;75;0.00;SE;18.22;18.78;997.50;0.00;92.00;29.39;17.06;24.28;28.83;22.00;93.00;43.00;66.00;70.00;50.00;17.22;29.00;0.00
27012;2017-03-25 22:20:09.333;16582;0;6;-15721;1;75;0.00;SE;18.22;18.78;997.50;0.00;91.00;29.39;17.06;24.22;28.83;22.00;93.00;43.00;67.00;70.00;50.00;16.67;29.00;0.00
27013;2017-03-25 22:25:09.310;16582;0;6;-15721;1;75;0.00;SE;18.17;18.72;997.54;0.00;91.00;29.39;17.06;24.22;28.83;22.00;93.00;43.00;67.00;70.00;50.00;16.67;29.00;0.00
27014;2017-03-25 22:30:09.317;16582;0;6;-15721;1;75;0.00;SE;18.11;18.67;997.60;0.00;91.00;29.39;17.06;24.22;28.83;22.00;93.00;43.00;67.00;70.00;50.00;16.67;29.00;0.00
27015;2017-03-25 22:35:09.340;16582;0;6;-15721;1;75;0.00;SE;18.11;18.61;997.74;0.00;90.00;29.39;17.06;24.22;28.83;22.00;93.00;43.00;67.00;70.00;50.00;16.67;29.00;0.00
27016;2017-03-25 22:40:09.330;16582;0;6;-15721;1;75;4.00;NW;18.17;18.72;997.71;0.00;91.00;29.39;17.06;24.22;28.83;22.00;93.00;43.00;66.00;70.00;50.00;16.67;29.00;0.00
27017;2017-03-25 22:45:09.510;16582;0;6;-15721;1;75;1.00;NW;18.11;18.67;997.77;0.00;91.00;29.39;17.06;24.11;28.83;22.00;93.00;43.00;67.00;70.00;50.00;16.67;29.00;0.00
27018;2017-03-25 22:50:09.343;16582;0;6;-15721;1;75;4.00;N;18.00;18.56;997.67;0.00;92.00;29.39;17.06;24.11;28.83;22.00;93.00;43.00;67.00;70.00;50.00;16.67;29.00;0.00
27019;2017-03-25 22:55:09.320;16582;0;6;-15721;1;75;1.00;N;18.00;18.50;997.57;0.00;91.00;29.39;17.06;24.11;28.83;22.00;93.00;43.00;67.00;70.00;50.00;16.67;29.00;0.00
27020;2017-03-25 23:00:09.330;16582;0;6;-15721;1;75;0.00;N;18.00;18.50;997.50;0.00;91.00;29.39;17.06;24.11;28.83;22.00;93.00;43.00;67.00;70.00;50.00;16.67;29.00;0.00
